Id,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Target
1,55.289489299944925,31.467100470998922,-0.8921018950411841,27.66619358167305,0.698069026566946,84.84500383200239
2,-67.41311458371406,37.369859346634506,9.15891719852275,284.61510604572396,0.09680187348382341,-191.49727909178534
3,99.26678321134838,-30.502480009971077,-3.9356043231149895,259.24648747112025,0.4329525252843338,351.9999829810689
4,78.53434221539497,-44.53655799990277,-6.766108934520263,26.173589215656545,0.2535676341036892,268.6896301273534
5,-84.28430056899585,-29.652725750240418,4.409134829255123,421.2320534177876,-0.5569978982922945,-131.81727849103063
6,-92.07623493032857,3.565659934757859,5.600961740800869,11.716477683694105,-0.23779897277637185,-250.30195919647903
7,-76.44978342197177,45.222178569759464,5.243491743632893,248.97429629113194,-0.22146720638190343,-269.63008894602837
8,24.779167258327696,46.80763814507335,-2.918708752898118,70.56305914966093,0.49632359805739235,-63.589904892155154
9,8.539216631649694,28.62781993840331,-7.943148156850466,396.9775423577953,-0.9702877549849924,-55.57751625935829
10,-56.15720252839114,8.371358773136395,9.975858716313091,351.43322202505067,-0.14254971649703707,-69.4156630822583
11,-82.3014995896161,-3.7704438999392798,6.367608495590704,235.9512552822615,-0.3273745449900889,-175.34125608249195
12,13.50816965231163,-11.05950610211247,-9.21276240360541,53.06500965450972,0.07665274401982414,-42.638137320645505
13,-46.87999148225879,-25.16237396301998,5.155531207503159,346.28640003879093,0.8755291186364484,-78.02992206582522
14,26.680170863345154,8.58647884535192,3.833113037330831,334.5770777674254,-0.07290432148215631,144.9460821806651
15,-85.7622703079542,17.29666223944324,0.23414894229401684,104.67419969204938,0.16147427959470373,-335.8919507552269
16,0.30325893743992083,10.065106654835587,1.6347329484237338,326.36406188861207,0.48440201824226503,-6.069248027817016
17,-23.221755725357717,7.829839942036065,-6.2024934180816,339.5858497689964,-0.7009013628861109,-122.16454800206185
18,-98.60957389376186,38.1927758304644,-4.083518050069279,75.63214223133797,0.7347092782307156,-505.508606753785
19,-74.45730327295304,-1.2734645899949215,-9.467832678446317,257.2855581339002,0.5647916172889182,-387.3184405055918
20,72.2739992726872,11.27958355365104,7.031628000344748,395.1299519708469,-0.8885289469971958,378.5898236161019
21,-17.920634602067697,39.02150026361744,-1.8444393118767466,65.85476760317755,-0.8798536632900351,-115.94238251866594
22,98.43160296466253,5.1159961916372065,2.365700420274397,178.75666421361848,-0.3891115469030366,391.7670172954441
23,60.528661959142084,30.564880536334194,-9.660617413690671,105.50334585376304,0.20665113128919677,28.52711277061029
